company_name,category,website,uses_ai_to,allows_researchers_to,founded,headquarters,city,state,country,latitude,longitude,count
Remedium,Design drugs,https://www.remediumai.com,Identify minimum functional units of protein drug candidates by building specific predictive models from customized data sets,"Reduce dependence on mass screenings, both virtual and chemical, through rapid selection of small molecule agonists, antagonists, or functional mimics of protein drug candidates",2017,"Montréal, Quebec, Canada",Montréal, Quebec, Canada,45.4972159,-73.61036419999998,4
Perceiv Research,Design clinical trials,http://perceiv.ai,Identify subpopulations of interest from heterogeneous data for complex diseases,Improve treatment success with appropriate subject selection for clinical trials,2018,"Montréal, Quebec, Canada",Montréal, Quebec, Canada,45.4972159,-73.61036419999998,4
Imagia,Optimize clinical trials,http://www.imagia.com/,Analyze radiological images to produce clinically actionable information,"Predict a patient's disease progression and treatment response, for clinical trial stratification and companion diagnostics",2015,"Montréal, Quebec, Canada",Montréal, Quebec, Canada,45.4972159,-73.61036419999998,4
Interprotein,Validate and optimize drug candidates,http://www.interprotein.com/,Predict the impact of ligands on protein-protein interactions,Increase the success rate of small molecule drugs targeting protein-protein interactions,2001,"Osaka, Osaka, Japan",Osaka, Osaka, Japan,34.7021912,135.4955866,1
Synsight,Validate and optimize drug candidates,http://www.synsight.net/,Analyze data from molecular modeling and high-content screening,Solve complex systems like protein-protein interactions and undersand modes of action in biological sytems,2013,"Évry, Ile-de-France, France",Évry, Ile-de-France, France,48.6241665,2.4289667,1
Ardigen,Design drugs,https://www.ardigen.com,Analyze microbiome and immune data for insights into immune responses,Increase response rates to immunotherapies,2015,"Kraków, Malopolskie, Poland",Kraków, Malopolskie, Poland,50.0469432,19.99715343583669,1
DeepMatter,Design drugs,http://www.deepmattergroup.com/,Analyze data on successful and unsuccessful chemical reactions,"Discover new molecules more efficiently, with better reproducibility",2015,"Glasgow, Glasgow City, United Kingdom",Glasgow, Glasgow City, United Kingdom,55.8609825,-4.2488787000000015,1
MAbSilico,Design drugs,https://www.mabsilico.com,"Predict antibody binding, similarity, and cross-reactivity","Characterize, find substitutes for, and identify potential off-target effects of a specified antibody",2017,"Nouzilly, Centre, France",Nouzilly, Centre, France,47.5431731,0.7447467,1
Molecule.one,Design drugs,https://molecule.one,Predict whether a particular chemical reaction will work,Input a chemical structure and receive reactions and synthesis pathways for it,2016,"Warsaw, Mazowieckie, Poland",Warsaw, Mazowieckie, Poland,52.2319581,21.0067249,1
Numerate,Design drugs,http://www.numerate.com,"Analyze public and private data, with a claim to work with less data, noisier data, and more biased data than alternative approaches","Predict how a potential drug will behave in the lab and the body, with a focus on neurodegeneration, cardiovascular disease, and oncology",2007,"San Bruno, California, United States",San Bruno, California, United States,37.6304904,-122.4110835,1
Pending.ai,Design drugs,https://pending.ai,"Learn chemistry from a database of more than 130 million compounds, 20 million reactions, and 146,000 proteins","Generate novel molecules with neural networks, do structure-based drug design, plan chemical synthesis, and conduct high-throughput chemistry",2018,"Wollongong, New South Wales, Australia",Wollongong, New South Wales, Australia,-34.4243941,150.89385,1
Pepticom,Design drugs,http://www.pepticom.com,Design peptides based on a target's solved crystal structure,"Speed development of peptide drugs, which have high selectivity and low toxicity",2011,"Jerusalem, Yerushalayim, Israel",Jerusalem, Yerushalayim, Israel,31.7760743,35.228296059910775,1
PharmCADD,Design drugs,http://www.pharmcadd.com,Predict the structure of proteins from their amino acid sequence,Leverage protein folding predictions to design de-novo drugs,2019,"Busan, Pusan-jikhalsi, South Korea",Busan, Pusan-jikhalsi, South Korea,35.1799528,129.0752365,1
BullFrog AI,Design clinical trials,https://www.bullfrogai.com,Predict which patients will respond to therapies in development,Advance therapies that fail phase 3 studies,2017,"Boyds, Maryland, United States",Boyds, Maryland, United States,39.1840886,-77.3122325,1
Deep 6 AI,Recruit for clinical trials,https://deep6.ai,Analyze medical records to find patients for clinical trials,Accelerate patient recruitment to complete clinical trials faster,2015,"Pasadena, California, United States",Pasadena, California, United States,34.14764520000001,-118.1444779,1
Deep Lens,Recruit for clinical trials,https://www.deeplens.ai/,Classify digital pathology images,Identify and triage patients for clinical trials at the time of diagnosis,2017,"Columbus, Ohio, United States",Columbus, Ohio, United States,39.9622601,-83.00070649999998,1
Mendel.ai,Recruit for clinical trials,https://mendel.ai/,Automate matching cancer patients to clinical trials through personal medical history and genetic analysis,Expedite clinical trial enrollment for cancer treatments,2016,"San Jose, California, United States",San Jose, California, United States,37.3361905,-121.8905833,1
Notable,Recruit for clinical trials,http://www.notablelabs.com,Automate evaluating the impact of drug combinations on cancer cells,"Prioritize drugs for patients with cancer, including to ensure they're enrolled in the most appropriate clinical trials",2014,"Foster City, California, United States",Foster City, California, United States,37.5600336,-122.2688522,1
Tempus,Recruit for clinical trials,https://www.tempus.com,Analyze clinical and molecular data at scale,Identify clinical trial matches for patients that fit their molecular and phenotypic profile,2015,"Chicago, Illinois, United States",Chicago, Illinois, United States,41.87556160000001,-87.6244212,1
Novadiscovery,Optimize clinical trials,http://www.novadiscovery.com,Model diseases and treatments based on knowledge extracted from literature and real-world patient data,Simulate clinical trials with virtual patients and optimize clinical trial design,2010,"Lyon, Rhone-Alpes, France",Lyon, Rhone-Alpes, France,45.75781370000001,4.8320114,1
PatchAi,Optimize clinical trials,https://www.patchai.io,"Learn and implement strategies to support patients, adapting personality and tone of conversation to their needs",Improve data collection and patient retention in clinical trials,2018,"Padova, Veneto, Italy",Padova, Veneto, Italy,45.4077172,11.8734455,1
Deep Intelligent Pharma,Publish data,https://deepintepharma.com/,Make the medical writing process more efficient and creative (amongst other things),"Save time producing documents, including regulatory documents, while ensuring content quality and data accuracy",2017,"Wangjing, Beijing, China",Wangjing, Beijing, China,39.9918632,116.4600088,1
sciNote,Publish data,https://scinote.net,Write a draft scientific manuscript based on provided data,"Get a ""head start"" when writing a scientific manuscript to submit for publishing",2014,"Middleton, Wisconsin, United States",Middleton, Wisconsin, United States,43.0962919,-89.5119565,1
